795,880,929,726
817,271,783,501
237,94,726,683
929,32,520,767
378,89,974,735
821,701,189,836
799,879,196,870
530,680,189,246
430,733,807,146
48,559,989,795
998,428,261,374
799,758,841,515
438,635,864,2
117,451,842,903
813,863,262,809
768,737,787,37
658,230,508,554
294,704,136,577
243,996,563,609
729,280,986,928
49,527,908,758
81,471,583,657
307,391,54,620
969,499,489,424
628,26,518,530
16,982,163,389
616,941,135,539
262,93,180,971
123,341,292,786
253,751,546,647
187,661,258,810
912,926,397,398
417,852,543,406
580,482,603,17
347,985,572,744
383,646,1,993
326,43,890,374
885,875,872,928
585,980,66,268
12,659,666,892
71,755,963,544
904,85,585,663
446,461,263,528
85,811,826,325
777,19,987,597
995,658,495,881
595,191,588,892
150,23,65,469
773,361,217,358
772,594,816,241
130,873,561,238
301,119,6,252
236,252,22,979
425,281,569,843
9,770,982,82
388,713,824,493
404,706,406,71
621,838,722,26
32,978,839,286
841,822,342,86
187,135,770,956
591,77,311,979
120,475,497,277
507,564,191,241
658,522,514,297
311,502,378,650
473,453,558,152
254,428,698,951
540,390,401,801
931,34,645,736
586,136,340,957
106,758,799,756
354,23,305,326
881,881,446,873
945,819,96,13
356,443,546,617
728,968,205,799
564,961,557,234
237,466,72,943
731,196,106,899
199,977,562,467
164,835,87,84
80,266,92,259
154,733,740,85
411,869,357,443
506,960,602,722
935,414,378,688
11,194,963,508
509,915,378,807
69,480,953,587
349,678,312,34
754,930,547,29
509,806,437,491
263,539,163,517
334,373,863,289
567,783,935,23
126,439,543,497
290,84,382,389
394,28,581,858
395,128,85,515
802,432,627,119
248,955,453,896
935,217,490,506
52,652,401,961
778,988,891,467
345,393,766,382
697,21,260,364
33,854,754,827
853,145,963,799
632,692,534,578
406,463,758,990
710,566,136,405
115,764,24,299
582,736,851,715
911,685,368,995
875,45,930,311
438,773,898,639
722,651,728,727
777,688,27,867
448,816,23,282
455,214,577,722
210,147,465,236
54,491,426,33
509,586,210,139
555,825,263,138
713,254,53,365
44,122,220,195
458,199,711,595
665,544,602,31
989,131,68,606
555,166,70,939
792,854,160,697
130,465,449,640
292,793,149,287
69,761,868,867
590,931,542,951
339,760,900,36
41,486,850,735
764,7,466,350
614,938,881,27
501,32,672,135
489,805,724,602
167,971,934,872
370,332,847,439
472,388,893,86
351,30,532,967
42,867,889,524
543,649,355,583
121,6,319,190
270,162,702,863
598,872,558,733
398,412,190,788
228,205,562,266
713,34,959,796
218,640,501,148
476,265,65,538
495,253,460,294
598,531,220,608
453,889,593,62
55,405,621,329
161,562,751,310
641,586,311,937
908,365,274,789
138,799,932,192
707,784,477,430
91,68,929,461
668,764,184,287
493,327,507,17
546,663,289,262
78,595,836,780
871,173,941,692
462,118,185,686
48,345,749,527
527,77,672,653
420,280,271,46
240,772,674,701
243,882,991,132
98,563,425,657
589,159,456,65
858,754,765,372
675,27,202,158
689,910,244,547
477,185,829,106
304,767,200,376
363,367,560,835
826,961,442,743
200,918,126,397
410,806,797,144
340,554,633,844
320,7,932,597
788,651,545,618
499,960,402,810
400,639,398,851
631,95,589,721
731,568,935,919
400,687,663,231
462,939,882,423
289,304,392,430
99,102,895,743
241,735,713,297
594,292,250,978
654,371,230,798
751,995,727,876
727,923,105,488
485,610,714,309
226,673,908,540
477,634,732,692
532,187,734,312
179,798,346,786
385,222,407,988
766,271,876,442
25,909,187,275
504,394,845,830
750,110,51,803
93,357,187,892
624,645,755,512
382,272,712,498
268,837,730,587
984,707,973,221
209,32,450,884
638,724,247,647
443,663,371,126
399,994,665,554
477,216,361,779
733,92,291,362
837,522,494,65
301,437,732,902
768,908,796,441
771,223,414,500
491,623,662,553
810,814,473,608
231,729,960,69
553,917,545,612
762,549,274,456
628,694,523,71
590,97,885,211
473,654,592,551
792,420,206,347
716,8,468,351
820,918,114,230
835,966,276,101
834,393,652,245
750,389,606,421
468,318,503,895
55,298,179,454
87,178,77,806
423,625,136,276
691,126,518,328
941,308,575,873
708,290,447,15
67,892,792,46
678,502,304,899
285,406,799,815
21,477,713,133
360,342,503,273
925,650,66,768
362,42,116,41
565,774,580,963
821,130,507,12
12,945,10,532
753,551,711,777
828,864,800,943
692,949,586,868
748,852,902,144
288,635,528,655
135,346,864,185
794,113,995,779
739,194,540,621
224,640,531,802
15,860,338,592
549,889,445,378
914,747,717,145
777,632,414,867
218,449,49,277
83,649,219,77
839,130,79,610
617,131,373,332
1000,603,397,242
591,183,120,477
194,41,673,423
99,967,83,446
203,981,72,851
472,47,68,394
46,82,233,372
921,930,3,555
523,668,840,811
732,631,161,717
913,195,679,904
388,25,780,249
42,894,979,834
281,224,466,78
125,201,672,431
683,980,53,502
198,303,109,288
212,893,782,954
450,662,841,611
543,700,275,309
399,923,681,262
23,764,692,358
617,797,1,101
697,426,169,797
589,506,542,774
943,276,353,805
148,23,959,601
592,993,524,866
622,146,409,88
168,428,142,22
511,997,921,868
646,819,571,34
449,208,913,468
549,484,404,249
933,766,503,379
428,807,43,86
85,742,305,972
376,189,509,434
709,180,18,313
354,160,630,831
477,338,234,35
104,253,610,74
339,985,493,921
20,384,273,617
176,902,585,960
581,74,69,205
217,805,717,648
446,98,745,38
817,54,462,304
600,138,1000,426
740,166,161,537
651,203,160,189
548,523,420,31
444,469,827,247
596,6,564,647
709,239,568,268
115,597,683,720
662,928,730,71
249,255,262,306
687,431,119,258
153,774,896,212
946,731,307,187
14,193,21,521
176,824,747,586
468,873,280,697
810,871,478,448
336,601,738,976
358,810,561,996
370,89,359,566
566,603,463,485
279,182,508,883
319,967,276,266
279,142,825,524
902,90,1,561
850,198,367,455
693,274,63,777
434,767,888,894
900,785,949,401
373,665,758,715
686,766,1,792
10,545,50,759
4,750,460,747
954,965,3,582
47,232,419,31
219,657,439,440
437,962,731,704
159,840,644,947
719,434,340,374
308,777,649,218
405,112,314,670
904,630,554,852
363,106,566,433
513,876,33,376
824,626,246,445
541,228,188,538
452,728,848,695
183,257,590,644
626,128,89,720
845,707,390,867
649,897,890,612
381,117,365,468
606,963,337,906
517,821,1000,595
138,990,960,426
414,412,594,234
817,520,330,228
76,181,78,962
931,330,71,109
840,179,709,205
40,455,160,342
218,102,150,855
187,790,687,115
539,125,330,596
246,226,757,944
686,14,824,186
349,672,976,314
320,14,646,164
623,352,500,344
525,139,517,181
135,976,580,470
452,892,89,216
401,544,37,559
75,229,764,16
331,12,413,448
346,878,507,481
597,948,901,375
223,738,995,580
935,563,519,911
42,262,151,71
43,934,206,746
439,456,253,901
651,673,439,708
698,266,536,797
32,524,177,700
885,905,889,767
325,1,454,622
803,846,356,310
231,988,196,885
977,603,616,348
806,516,838,93
68,150,751,991
435,174,902,770
577,296,769,91
207,158,57,132
753,533,936,245
33,587,393,297
792,83,323,2
712,547,885,755
903,970,177,527
289,676,86,387
149,453,225,525
844,890,198,816
956,606,685,956
167,469,898,724
249,751,12,842
336,361,191,71
104,503,841,26
972,192,879,241
501,305,507,470
18,368,284,123
984,417,357,258
458,274,776,146
157,890,708,723
661,755,125,948
254,228,952,897
324,495,191,51
650,432,259,376
329,864,538,516
99,344,615,423
866,844,637,113
714,137,957,518
480,470,416,202
329,431,336,492
842,255,422,45
271,782,219,552
640,74,631,907
93,525,833,936
116,886,969,874
401,216,113,574
734,449,641,71
597,614,78,238
543,366,902,37
711,593,714,401
532,192,625,610
593,299,372,449
4,472,411,935
452,266,444,414
894,216,17,713
393,53,992,498
690,668,834,651
115,861,231,267
427,183,61,101
852,743,222,849
735,120,936,119
573,713,727,192
971,743,677,245
918,95,988,900
576,745,816,840
918,839,65,638
426,126,421,510
100,242,160,780
814,405,46,980
90,636,947,979
593,405,582,430
575,64,199,632
503,597,776,303
833,304,120,258
160,930,8,369
226,697,451,257
476,618,793,560
516,98,752,979
298,606,52,455
577,690,831,456
425,663,510,959
835,494,350,880
876,6,426,19
865,691,337,372
760,178,189,840
834,734,201,287
502,136,101,846
324,427,207,792
321,601,559,645
265,952,905,520
64,240,327,327
935,147,282,601
123,845,429,736
610,714,667,935
217,569,621,384
591,105,70,944
998,679,524,478
3,424,222,868
804,735,425,941
237,737,987,865
411,108,880,620
668,566,216,762
293,377,111,259
556,435,469,532
895,825,245,972
221,638,510,415
569,396,253,145
881,239,105,256
635,240,505,207
459,853,69,420
858,366,760,719
137,812,668,201
94,141,263,98
944,552,726,850
279,88,513,197
103,649,596,775
775,667,34,523
387,325,294,266
214,164,840,772
482,31,93,383
127,98,363,60
44,177,181,316
746,630,389,838
140,204,530,28
397,784,440,346
567,376,875,110
758,740,290,601
985,361,728,766
747,191,94,468
709,468,770,529
518,247,763,103
927,905,579,238
514,69,59,255
19,93,692,29
880,493,360,309
514,589,616,91
693,618,67,653
588,115,465,342
158,736,173,589
448,828,140,201
711,1000,536,648
450,999,545,929
400,401,633,627
597,372,205,72
158,114,349,710
805,945,691,221
974,824,119,47
36,898,157,570
716,802,290,538
956,937,170,787
931,768,757,883
191,671,753,522
143,9,359,710
285,494,556,677
564,742,474,953
655,643,759,183
114,856,743,68
693,892,189,239
709,254,520,184
171,601,257,621
997,898,293,219
80,339,987,286
716,494,638,570
595,538,691,265
799,353,88,755
771,438,906,588
756,535,694,770
193,282,63,579
8,163,962,453
77,111,244,408
156,50,462,489
104,378,280,374
389,441,508,558
960,465,276,315
430,780,73,927
55,651,485,250
514,50,172,577
842,768,719,123
219,600,434,531
468,905,898,172
411,939,751,499
633,468,530,985
249,76,80,899
967,713,814,754
905,713,833,708
375,444,27,732
959,549,311,481
667,256,756,360
385,278,892,48
363,985,734,325
429,687,534,141
849,599,787,34
880,308,538,701
290,934,451,103
329,707,995,379
411,180,556,32
610,746,499,302
306,362,325,728
866,269,631,83
354,911,600,729
784,812,523,538
555,475,435,473
404,74,828,444
186,893,177,199
569,923,787,297
290,531,683,705
681,235,851,628
882,422,555,930
57,530,688,112
235,466,644,500
983,607,344,768
376,953,575,210
79,407,221,52
272,517,734,120
566,361,939,187
678,565,915,292
944,784,450,648
994,631,146,268
432,318,110,637
784,678,815,815
618,783,603,827
354,15,425,755
429,900,290,530
282,899,719,141
670,526,991,898
558,132,491,155
879,277,714,526
95,233,855,216
922,421,593,548
256,105,21,212
526,702,347,229
183,875,844,450
325,643,481,554
202,840,22,901
284,63,640,749
567,510,599,538
107,696,241,845
922,425,372,320
702,951,775,944
956,639,639,606
425,972,723,647
446,187,873,247
743,520,661,684
384,437,773,695
894,873,483,677
230,354,593,928
157,834,308,69
739,141,631,395
913,813,762,257
891,316,814,715
630,919,25,55
899,39,838,300
107,217,725,592
530,973,301,137
144,909,627,785
798,988,479,537
192,852,714,928
627,900,270,62
467,0,742,144
390,487,63,827
412,541,259,198
868,964,877,350
274,884,115,148
288,197,139,959
768,529,107,497
777,808,392,166
89,574,899,914
138,655,958,489
528,266,217,90
924,78,766,823
181,794,726,253
192,158,457,154
11,90,460,297
144,907,289,254
160,516,482,887
783,243,435,921
2,406,170,109
260,349,597,401
628,743,60,994
374,107,89,323
625,617,216,940
722,663,894,187
500,980,277,327
441,336,309,714
420,187,705,116
799,386,835,607
714,979,692,120
883,930,617,132
580,311,733,852
332,447,79,225
92,133,36,700
311,619,42,603
330,642,202,725
678,770,879,680
378,573,323,872
871,317,788,478
143,457,740,80
378,821,301,14
35,152,36,858
193,88,453,393
593,858,168,178
899,123,285,523
263,508,94,948
343,132,174,491
890,890,195,480
8,652,778,938
363,72,976,914
294,595,339,283
240,383,582,508
331,982,852,131
205,660,148,350
291,531,242,263
669,68,313,994
203,68,899,449
339,977,144,440
672,491,807,882
528,492,598,829
792,590,880,348
150,862,196,871
488,271,495,192
938,564,510,945
109,301,645,700
940,354,645,141
712,458,156,328
644,209,733,966
319,463,164,190
890,658,467,847
514,337,429,85
501,592,313,681
62,366,846,329
591,629,118,351
633,883,141,326
526,639,4,770
314,995,900,451
3,822,609,512
174,662,775,36
67,655,151,903
587,66,545,716
35,619,571,761
5,575,512,354
551,764,373,26
629,719,261,77
969,501,574,165
458,347,426,139
747,106,852,977
452,54,579,132
428,793,394,812
351,14,467,137
880,507,880,762
470,241,75,516
119,986,640,30
902,785,300,210
285,808,203,759
707,686,716,473
365,614,406,292
110,22,727,348
236,113,521,644
631,390,778,706
824,671,727,85
5,417,761,524
278,81,712,348
688,962,647,438
273,28,427,882
719,988,596,506
376,846,794,428
288,713,905,252
827,814,361,347
130,734,780,130
639,567,651,906
303,523,572,924
59,685,571,590
11,589,829,857
420,810,191,910
765,776,561,659
880,314,392,732
141,225,484,473
188,193,882,72
671,405,690,155
415,510,285,76
968,241,134,749
395,523,793,338
493,270,666,624
484,773,37,900
687,959,228,107
901,476,7,211
202,805,164,244
845,991,54,731
630,798,158,89
427,683,292,507
280,511,531,361
